,concepts,answers,hyes,hno,example_num,obj
7258,hg77,True,20,2,17,medium yellow triangle
7259,hg77,True,21,1,18,large blue triangle
7260,hg77,True,22,0,19,medium green rectangle
7261,hg77,True,21,1,20,medium yellow rectangle
7262,hg77,True,21,1,21,medium green rectangle
7263,hg77,True,22,0,22,small green rectangle
7264,hg77,True,21,1,23,large green triangle
7265,hg77,False,3,19,24,large green circle
7266,hg77,True,22,0,25,small yellow rectangle
7267,hg77,True,21,1,26,medium green triangle
7268,hg77,False,1,21,27,large yellow circle
7269,hg77,True,21,1,28,small green triangle
7270,hg77,True,3,19,29,medium blue circle
7271,hg77,True,21,1,30,small blue triangle
7272,hg77,True,21,1,31,large blue triangle
7273,hg77,True,21,1,32,medium yellow triangle
7274,hg77,True,22,0,33,small yellow rectangle
7275,hg77,False,3,19,34,small green circle
7276,hg77,True,22,0,35,small blue rectangle
7277,hg77,True,22,0,36,small green triangle
7278,hg77,True,22,0,37,small blue triangle
7279,hg77,False,2,20,38,small yellow circle
7280,hg77,True,20,2,39,medium yellow triangle
7281,hg77,True,21,1,40,small green rectangle
7282,hg77,False,3,19,41,large yellow circle
7283,hg77,True,19,3,42,small green triangle
7284,hg77,True,21,1,43,small green rectangle
7285,hg77,False,3,19,44,small green circle
7286,hg77,True,16,6,45,small blue circle
7287,hg77,True,17,5,46,medium blue circle
7288,hg77,True,22,0,47,medium blue rectangle
7289,hg77,False,2,20,48,large yellow circle
7290,hg77,False,2,20,49,small green circle
7291,hg77,True,22,0,50,small yellow rectangle
7292,hg77,False,1,21,51,small yellow circle
7293,hg77,True,22,0,52,small green rectangle
7294,hg77,True,20,2,53,large blue rectangle
7295,hg77,True,20,2,54,small blue rectangle
7296,hg77,True,20,2,55,medium yellow rectangle
7297,hg77,False,3,19,56,medium green circle
7298,hg77,True,22,0,57,large blue triangle
7299,hg77,True,22,0,58,small blue triangle
7300,hg77,True,22,0,59,large yellow triangle
7301,hg77,True,19,3,60,large blue circle
7302,hg77,False,2,20,61,small yellow circle
7303,hg77,False,1,21,62,medium yellow circle
7304,hg77,True,22,0,63,small green rectangle
7305,hg77,True,21,1,64,small yellow rectangle
7306,hg77,True,22,0,65,large green triangle
7307,hg77,True,22,0,66,large blue rectangle
7308,hg77,True,18,4,67,small blue circle
7309,hg77,False,1,21,68,small green circle
7310,hg77,True,22,0,69,large blue triangle
7311,hg77,True,22,0,70,medium green rectangle
7312,hg08,True,13,13,0,medium green triangle
7313,hg08,False,5,21,1,small yellow rectangle
7314,hg08,True,10,16,2,small green circle
7315,hg08,True,10,16,3,large blue triangle
7316,hg08,True,22,4,4,medium green triangle
7317,hg08,True,2,24,5,small blue rectangle
7318,hg08,False,8,18,6,large yellow triangle
7319,hg08,True,20,6,7,small blue rectangle
7320,hg08,True,18,8,8,large green circle
7321,hg08,False,2,24,9,large yellow triangle
7322,hg08,True,24,2,10,small blue rectangle
7323,hg08,False,3,23,11,large yellow circle
7324,hg08,True,23,3,12,large green circle
7325,hg08,True,21,5,13,large green triangle
7326,hg08,True,19,7,14,small green rectangle
7327,hg08,True,18,8,15,large green rectangle
7328,hg08,True,22,4,16,medium blue rectangle
7329,hg08,True,26,0,17,medium blue rectangle
7330,hg08,True,20,6,18,small blue circle
7331,hg08,True,20,6,19,medium blue circle
7332,hg08,False,2,24,20,medium yellow circle
7333,hg08,False,4,22,21,small yellow circle
7334,hg08,True,25,1,22,small green rectangle
7335,hg08,False,3,23,23,medium yellow circle
7336,hg08,True,26,0,24,large green rectangle
7337,hg08,True,23,3,25,medium green circle
7338,hg08,True,26,0,26,small green rectangle
7339,hg08,True,25,1,27,large green triangle
7340,hg08,True,25,1,28,small green triangle
7341,hg08,False,5,21,29,small yellow triangle
7342,hg08,False,6,20,30,medium yellow circle
7343,hg08,True,26,0,31,small blue circle
7344,hg08,True,24,1,32,large blue triangle
7345,hg08,False,3,22,33,small yellow triangle
7346,hg08,True,24,1,34,large green circle
7347,hg08,True,19,6,35,medium blue triangle
7348,hg08,True,25,0,36,medium green triangle
7349,hg08,True,24,1,37,large blue rectangle
7350,hg08,True,24,1,38,large green rectangle
7351,hg08,False,2,23,39,medium yellow circle
7352,hg08,True,24,1,40,medium blue rectangle
7353,hg08,False,2,23,41,small yellow triangle
7354,hg08,True,24,1,42,large green triangle
7355,hg08,True,22,3,43,large blue circle
7356,hg08,False,1,24,44,small yellow rectangle
7357,hg08,True,24,1,45,large blue rectangle
7358,hg08,True,21,4,46,small green rectangle
7359,hg08,False,2,23,47,medium yellow circle
7360,hg08,True,21,4,48,medium blue triangle
7361,hg08,True,21,4,49,medium green circle
7362,hg08,True,23,2,50,small blue rectangle
7363,hg08,True,24,1,51,large blue triangle
7364,hg08,True,24,1,52,small green rectangle
7365,hg08,True,22,3,53,medium green rectangle
7366,hg08,True,24,1,54,large green circle
7367,hg08,True,23,2,55,medium green triangle
7368,hg08,True,23,2,56,medium blue rectangle
7369,hg08,True,23,2,57,large green circle
7370,hg08,True,22,3,58,small blue triangle
7371,hg08,False,1,24,59,medium yellow rectangle
7372,hg08,False,2,23,60,medium yellow triangle
7373,hg08,True,22,3,61,medium blue triangle
7374,hg08,True,24,1,62,small green circle
7375,hg08,True,24,1,63,large blue rectangle
7376,hg08,True,24,1,64,medium green rectangle
7377,hg08,True,25,0,65,small green triangle
7378,hg08,True,25,0,66,large blue triangle
7379,hg08,False,2,23,67,large yellow rectangle
7380,hg08,True,23,2,68,large green triangle
7381,hg08,False,1,24,69,medium yellow circle
7382,hg08,True,24,1,70,medium green rectangle
7383,hg08,False,3,22,71,small yellow rectangle
7384,hg08,False,2,23,72,medium yellow triangle
7385,hg33,False,7,15,0,small green circle
7386,hg33,False,14,8,1,medium green circle
7387,hg33,False,8,14,2,small green triangle
7388,hg33,False,4,18,3,large green triangle
7389,hg33,True,9,13,4,large blue rectangle
7390,hg33,False,1,21,5,small green circle
7391,hg33,False,13,9,6,large yellow circle
7392,hg33,False,4,18,7,small green rectangle
7393,hg33,True,11,11,8,medium blue triangle
7394,hg33,False,5,17,9,small green rectangle
7395,hg33,False,11,11,10,small blue triangle
7396,hg33,False,3,19,11,small green triangle
7397,hg33,False,1,21,12,small green circle
7398,hg33,True,16,6,13,large blue triangle
7399,hg33,False,16,6,14,medium blue triangle
7400,hg33,True,21,1,15,large blue triangle
7401,hg33,False,2,20,16,small blue circle
7402,hg33,False,4,18,17,large yellow circle
7403,hg33,False,4,18,18,large green circle
7404,hg33,False,2,20,19,medium green triangle
7405,hg33,False,1,20,20,medium green circle
7406,hg33,True,19,2,21,large blue triangle
7407,hg33,False,0,21,22,medium yellow circle
7408,hg33,False,1,20,23,small blue circle
7409,hg33,False,1,20,24,large green triangle
7410,hg33,True,20,1,25,large blue triangle
7411,hg33,False,0,21,26,medium green triangle
7412,hg33,False,1,20,27,small yellow rectangle
7413,hg33,False,1,20,28,large yellow triangle
7414,hg33,False,0,21,29,medium green triangle
7415,hg33,False,0,21,30,small blue circle
7416,hg33,True,13,8,31,large blue rectangle
7417,hg33,True,8,13,32,small blue triangle
7418,hg33,False,0,21,33,small green rectangle
7419,hg33,False,1,20,34,large green triangle
7420,hg33,False,0,21,35,medium yellow rectangle
7421,hg33,False,0,21,36,small yellow rectangle
7422,hg33,False,0,21,37,small yellow circle
7423,hg33,False,1,20,38,large yellow triangle
7424,hg33,False,0,21,39,small green circle
7425,hg33,False,0,21,40,small yellow triangle
7426,hg33,False,0,21,41,small green rectangle
7427,hg33,False,7,14,42,medium blue triangle
7428,hg33,True,20,1,43,large blue rectangle
7429,hg33,False,0,21,44,medium green rectangle
7430,hg33,False,0,21,45,medium yellow rectangle
7431,hg33,False,17,4,46,small blue triangle
7432,hg33,False,0,21,47,large green rectangle
7433,hg33,False,0,21,48,small yellow rectangle
7434,hg33,False,0,21,49,large yellow circle
7435,hg33,False,0,21,50,medium green rectangle
7436,hg33,False,5,16,51,small blue triangle
7437,hg33,True,15,6,52,small blue rectangle
7438,hg33,True,17,4,53,large blue triangle
7439,hg33,True,18,3,54,large blue rectangle
7440,hg33,False,0,21,55,small yellow circle
7441,hg33,False,0,21,56,medium yellow triangle
7442,hg33,False,1,20,57,medium yellow circle
7443,hg33,True,21,0,58,large blue rectangle
7444,hg33,False,0,21,59,medium yellow rectangle
7445,hg33,False,1,20,60,small yellow rectangle
7446,hg33,False,0,21,61,medium yellow triangle
7447,hg33,False,0,21,62,medium yellow rectangle
7448,hg33,False,0,21,63,medium green triangle
7449,hg33,False,0,21,64,small yellow rectangle
7450,hg33,False,0,21,65,large green rectangle
7451,hg33,False,4,17,66,small blue rectangle
7452,hg33,False,0,21,67,medium yellow rectangle
7453,hg33,False,0,21,68,large green rectangle
7454,hg71,True,12,9,0,large yellow rectangle
7455,hg71,True,3,18,1,medium yellow triangle
7456,hg71,True,8,13,2,medium blue rectangle
7457,hg71,True,3,18,3,medium blue circle
7458,hg71,True,11,10,4,large blue circle
7459,hg71,True,18,3,5,large yellow rectangle
7460,hg71,True,12,9,6,small blue triangle
7461,hg71,True,13,8,7,medium yellow circle
7462,hg71,True,7,14,8,small green rectangle
7463,hg71,True,14,7,9,large blue rectangle
7464,hg71,True,20,1,10,medium blue circle
7465,hg71,True,18,3,11,small blue rectangle
7466,hg71,True,20,1,12,large blue circle
7467,hg71,True,19,2,13,small blue triangle
7468,hg71,True,19,2,14,large yellow triangle
7469,hg71,True,19,2,15,small green circle
7470,hg71,False,20,1,16,medium yellow rectangle
7471,hg71,True,20,1,17,medium blue rectangle
7472,hg71,True,21,0,18,medium yellow triangle
7473,hg71,False,20,1,19,small yellow rectangle
7474,hg71,True,20,1,20,medium green circle
7475,hg71,True,18,3,21,large green rectangle
7476,hg71,True,20,1,22,large yellow rectangle
7477,hg71,True,19,2,23,small blue rectangle
7478,hg71,True,20,1,24,medium yellow circle
7479,hg71,True,21,0,25,large blue triangle
7480,hg71,True,20,1,26,large green triangle
7481,hg71,True,19,2,27,small blue circle
7482,hg71,True,20,1,28,medium blue rectangle
7483,hg71,True,20,1,29,medium yellow triangle
7484,hg71,True,20,1,30,small green triangle
7485,hg71,True,19,2,31,small green rectangle
7486,hg71,True,21,0,32,large blue circle
7487,hg71,True,20,1,33,medium blue circle
7488,hg71,True,19,2,34,medium green rectangle
7489,hg71,True,21,0,35,large yellow circle
7490,hg71,True,18,3,36,small yellow triangle
7491,hg71,True,20,1,37,large green triangle
7492,hg71,True,20,1,38,small yellow triangle
7493,hg71,True,21,0,39,medium green rectangle
7494,hg71,True,20,1,40,medium blue rectangle
7495,hg71,True,20,1,41,medium green circle
7496,hg71,True,21,0,42,small blue rectangle
7497,hg71,True,21,0,43,large yellow rectangle
7498,hg71,True,21,0,44,medium green rectangle
7499,hg71,False,15,6,45,large blue rectangle
7500,hg71,False,15,6,46,medium blue rectangle
7501,hg71,True,15,6,47,medium yellow rectangle
7502,hg71,True,19,2,48,small blue circle
7503,hg71,True,20,1,49,large green triangle
7504,hg71,True,20,1,50,small blue triangle
7505,hg71,True,20,1,51,large blue rectangle
7506,hg71,True,21,0,52,small blue triangle
7507,hg71,False,13,8,53,small blue circle
7508,hg71,True,20,1,54,medium yellow circle
7509,hg71,False,12,9,55,large blue circle
7510,hg71,False,9,12,56,medium yellow triangle
7511,hg71,True,18,3,57,small yellow rectangle
7512,hg71,False,9,12,58,large yellow triangle
7513,hg71,True,20,1,59,small yellow circle
7514,hg71,True,21,0,60,large blue rectangle
7515,hg71,True,18,3,61,small green triangle
7516,hg71,True,20,1,62,large green circle
7517,hg71,True,21,0,63,large yellow rectangle
7518,hg71,False,7,14,64,medium blue triangle
7519,hg71,False,6,15,65,large blue triangle
7520,hg71,True,19,2,66,medium blue triangle
7521,hg71,True,18,3,67,medium green circle
7522,hg71,True,18,3,68,medium blue circle
7523,hg71,False,5,16,69,small yellow triangle
7524,hg71,True,19,2,70,small yellow rectangle
7525,hg71,True,21,0,71,large yellow circle
7526,hg71,True,20,1,72,small green circle
7527,hg71,False,3,18,73,large yellow triangle
7528,hg71,True,19,2,74,small blue rectangle
7529,hg71,True,20,1,75,medium green triangle
7530,hg71,True,18,3,76,medium yellow triangle
7531,hg71,True,20,1,77,medium green circle
7532,hg31,False,12,14,0,large yellow circle
7533,hg31,True,14,12,1,large blue rectangle
7534,hg31,False,7,19,2,medium green circle
7535,hg31,True,8,18,3,medium blue rectangle
7536,hg31,False,1,25,4,medium yellow circle
7537,hg31,False,16,10,5,medium yellow rectangle
7538,hg31,False,5,21,6,medium green rectangle
7539,hg31,False,2,24,7,medium green triangle
7540,hg31,False,1,25,8,medium yellow circle
7541,hg31,False,3,23,9,large green circle
7542,hg31,True,10,16,10,small blue triangle
7543,hg31,True,12,14,11,large blue triangle
7544,hg31,False,5,21,12,medium green triangle
7545,hg31,False,6,20,13,large green triangle
7546,hg31,False,1,25,14,large yellow rectangle
7547,hg31,False,1,25,15,medium green rectangle
7548,hg31,True,19,7,16,small blue rectangle
7549,hg31,True,16,10,17,medium blue circle
7550,hg31,True,21,4,18,large blue circle
7551,hg31,False,3,22,19,large yellow rectangle
7552,hg31,False,1,24,20,medium green circle
7553,hg31,False,0,25,21,large yellow rectangle
7554,hg31,True,23,2,22,large blue rectangle
7555,hg31,False,2,23,23,medium green circle
7556,hg31,False,0,25,24,medium yellow triangle
7557,hg31,True,23,2,25,large blue triangle
7558,hg31,False,2,23,26,medium yellow triangle
7559,hg31,False,2,23,27,medium green rectangle
7560,hg31,False,0,25,28,small yellow triangle
7561,hg31,True,21,4,29,small blue circle
7562,hg31,False,1,24,30,medium yellow rectangle
7563,hg31,False,1,24,31,small green triangle
7564,hg31,False,1,24,32,medium green rectangle
7565,hg31,True,0,25,33,large yellow circle
7566,hg31,True,24,1,34,small blue circle
7567,hg31,True,22,3,35,medium blue rectangle
7568,hg31,True,15,10,36,large yellow circle
7569,hg31,False,7,18,37,small yellow circle
7570,hg31,False,6,19,38,medium yellow circle
7571,hg31,True,22,3,39,large yellow circle
7572,hg31,False,1,24,40,medium green rectangle
7573,hg31,True,23,2,41,small blue triangle
7574,hg31,True,3,22,42,small green triangle
7575,hg31,True,24,1,43,large blue circle
7576,hg31,True,23,2,44,small blue rectangle
7577,hg31,False,4,21,45,small green circle
7578,hg31,False,2,23,46,medium yellow triangle
7579,hg31,False,2,23,47,small yellow rectangle
7580,hg31,False,14,11,48,small green triangle
7581,hg31,True,23,2,49,medium blue triangle
7582,hg31,False,3,22,50,small green rectangle
7583,hg31,True,3,22,51,large yellow triangle
7584,hg31,False,6,19,52,small yellow triangle
7585,hg31,False,3,22,53,medium yellow triangle
7586,hg31,True,24,1,54,large blue circle
7587,hg31,True,23,2,55,medium blue triangle
7588,hg31,False,2,23,56,medium yellow circle
7589,hg31,False,3,22,57,medium green rectangle
7590,hg31,False,3,22,58,small green triangle
7591,hg31,False,1,24,59,small yellow circle
7592,hg31,True,21,4,60,medium blue circle
7593,hg31,False,3,22,61,small green triangle
7594,hg31,False,3,22,62,medium yellow circle
7595,hg31,False,1,24,63,small yellow triangle
7596,hg31,False,1,24,64,medium green circle
7597,hg31,True,22,3,65,small blue triangle
7598,hg31,False,1,24,66,large green rectangle
7599,hg31,False,2,23,67,large green triangle
7600,hg31,False,1,24,68,large green circle
7601,hg31,True,24,1,69,large blue rectangle
7602,hg31,False,1,24,70,medium yellow circle
7603,hg31,True,21,4,71,medium blue circle
7604,hg31,False,1,24,72,medium yellow triangle
7605,hg31,True,23,2,73,large blue triangle
7606,hg31,True,24,1,74,small blue triangle
7607,hg31,True,17,8,75,large yellow circle
7608,hg31,True,25,0,76,medium blue triangle
7609,hg31,True,23,2,77,medium blue triangle
7610,hg31,False,2,23,78,small green circle
7611,hg31,True,23,2,79,large blue triangle
7612,hg31,False,1,24,80,small green rectangle
7613,hg31,False,4,21,81,small green triangle
7614,hg79,False,9,12,0,large yellow rectangle
7615,hg79,False,5,16,1,small green triangle
7616,hg79,True,3,18,2,small blue circle
7617,hg79,False,7,14,3,medium yellow triangle
7618,hg79,False,3,18,4,large yellow triangle
7619,hg79,False,2,19,5,large yellow rectangle
7620,hg79,False,1,20,6,small green rectangle
7621,hg79,True,6,15,7,medium blue rectangle
7622,hg79,True,17,4,8,small blue circle
7623,hg79,True,17,4,9,medium blue triangle
7624,hg79,True,18,3,10,large blue circle
7625,hg79,True,20,1,11,small blue circle
7626,hg79,False,1,20,12,large yellow triangle
7627,hg79,True,1,20,13,large green circle
7628,hg79,True,12,9,14,medium green circle
7629,hg79,True,16,5,15,large green circle
7630,hg79,False,5,16,16,large green rectangle
7631,hg79,True,20,1,17,small green circle
7632,hg79,True,18,3,18,large blue circle
7633,hg79,True,21,0,19,large green circle
7634,hg79,False,2,19,20,small yellow triangle
7635,hg79,True,19,2,21,small blue triangle
7636,hg79,True,21,0,22,medium green circle
7637,hg79,True,10,11,23,medium yellow circle
7638,hg79,True,15,6,24,large blue rectangle
7639,hg79,False,4,17,25,small green triangle
7640,hg79,True,18,3,26,medium blue triangle
7641,hg79,True,20,1,27,large blue rectangle
7642,hg79,True,20,1,28,medium blue triangle
7643,hg79,True,18,3,29,small green circle
7644,hg79,False,2,19,30,small green rectangle
7645,hg79,False,2,19,31,small yellow rectangle
7646,hg79,True,20,1,32,large blue triangle
7647,hg79,False,4,17,33,medium green triangle
7648,hg79,False,2,19,34,large yellow rectangle
7649,hg79,False,3,18,35,medium yellow triangle
7650,hg79,True,20,1,36,small blue triangle
7651,hg79,True,16,5,37,small yellow circle
7652,hg79,False,2,19,38,medium yellow rectangle
7653,hg79,True,21,0,39,large green circle
7654,hg79,True,21,0,40,large blue circle
7655,hg79,False,0,21,41,small yellow triangle
7656,hg79,False,0,21,42,medium yellow rectangle
7657,hg79,False,2,19,43,small green triangle
7658,hg79,False,0,21,44,small yellow triangle
7659,hg79,True,20,1,45,medium blue circle
7660,hg79,True,20,1,46,small blue triangle
7661,hg79,True,20,1,47,medium blue triangle
7662,hg79,True,18,3,48,small yellow circle
7663,hg79,True,19,2,49,medium green circle
7664,hg79,False,0,21,50,medium yellow rectangle
7665,hg79,True,21,0,51,large blue circle
7666,hg79,True,17,4,52,small blue triangle
7667,hg79,False,1,20,53,small green rectangle
7668,hg79,True,20,1,54,medium green circle
7669,hg79,False,2,19,55,medium green triangle
7670,hg79,False,1,20,56,small green rectangle
7671,hg79,True,20,1,57,large blue triangle
7672,hg79,True,20,1,58,small yellow circle
7673,hg79,True,20,1,59,large blue rectangle
7674,hg79,False,2,19,60,medium green triangle
7675,hg79,True,19,2,61,medium blue rectangle
7676,hg79,True,20,1,62,large blue circle
7677,hg79,True,20,1,63,medium blue triangle
7678,hg79,False,1,20,64,small green triangle
7679,hg79,True,21,0,65,medium blue triangle
7680,hg79,False,1,20,66,small green rectangle
7681,hg79,False,4,17,67,medium green rectangle
7682,hg79,True,19,2,68,medium yellow circle
7683,hg79,False,0,21,69,medium yellow triangle
7684,hg79,False,0,21,70,large yellow triangle
7685,hg79,True,21,0,71,large green circle
7686,hg79,True,21,0,72,large blue circle
7687,hg79,False,1,20,73,small green triangle
7688,hg79,True,21,0,74,large blue triangle
7689,hg79,True,21,0,75,large blue circle
7690,hg79,True,21,0,76,medium blue rectangle
7691,hg79,True,20,1,77,medium green circle
7692,hg79,False,3,18,78,large green triangle
7693,hg79,False,0,21,79,medium yellow triangle
7694,hg79,True,20,1,80,large blue circle
7695,hg79,False,1,20,81,small green triangle
7696,hg79,False,0,21,82,medium yellow rectangle
7697,hg79,True,19,2,83,medium yellow circle
7698,hg79,False,2,19,84,medium green rectangle
7699,hg79,True,21,0,85,large green circle
7700,hg79,True,21,0,86,medium blue triangle
7701,hg79,False,0,21,87,medium yellow rectangle
7702,hg49,True,9,13,0,medium green rectangle
7703,hg49,False,13,9,1,large green rectangle
7704,hg49,False,5,17,2,small blue circle
7705,hg49,False,10,12,3,large blue triangle
7706,hg49,True,6,16,4,small yellow rectangle
7707,hg49,True,20,2,5,small yellow rectangle
7708,hg49,False,4,18,6,large green rectangle
7709,hg49,False,1,21,7,large blue circle
7710,hg49,False,1,21,8,medium blue triangle
7711,hg49,False,4,18,9,small blue triangle
7712,hg49,True,1,21,10,large green rectangle
7713,hg49,False,3,19,11,large yellow circle
7714,hg49,True,0,22,12,large blue rectangle
7715,hg49,False,3,19,13,large yellow circle
7716,hg49,False,16,6,14,medium blue rectangle
7717,hg49,True,3,19,15,medium blue triangle
7718,hg49,True,2,20,16,medium yellow triangle
7719,hg49,False,18,4,17,medium yellow rectangle
7720,hg49,True,14,8,18,medium yellow triangle
7721,hg49,False,4,18,19,small green circle
7722,hg49,False,5,17,20,large yellow triangle
7723,hg49,False,4,18,21,medium yellow circle
7724,hg49,False,8,14,22,medium blue rectangle
7725,hg49,True,8,14,23,small blue triangle
7726,hg49,False,13,9,24,small green rectangle
7727,hg49,False,5,17,25,medium yellow circle
7728,hg49,False,3,19,26,large green triangle
7729,hg49,False,3,19,27,large blue circle
7730,hg49,False,10,12,28,large blue triangle
7731,hg49,False,9,13,29,large blue triangle
7732,hg49,True,20,2,30,medium yellow triangle
7733,hg49,False,3,19,31,large yellow circle
7734,hg49,False,1,21,32,large green triangle
7735,hg49,True,16,6,33,medium yellow triangle
7736,hg49,True,15,7,34,small blue rectangle
7737,hg49,True,15,7,35,small yellow rectangle
7738,hg49,False,5,17,36,large yellow rectangle
7739,hg49,True,20,2,37,small green rectangle
7740,hg49,False,8,14,38,medium green rectangle
7741,hg49,False,8,14,39,large yellow rectangle
7742,hg49,False,2,20,40,large green circle
7743,hg49,False,9,13,41,medium green triangle
7744,hg49,False,11,11,42,medium blue rectangle
7745,hg49,False,2,20,43,large blue triangle
7746,hg49,True,20,2,44,small blue triangle
7747,hg49,False,0,22,45,large green circle
7748,hg49,False,6,16,46,medium yellow rectangle
7749,hg49,False,7,15,47,small green circle
7750,hg49,False,1,21,48,large green triangle
7751,hg49,False,14,8,49,small green rectangle
7752,hg49,False,2,20,50,large green rectangle
7753,hg49,True,14,8,51,medium green rectangle
7754,hg49,False,1,21,52,large blue circle
7755,hg49,True,15,7,53,small blue rectangle
7756,hg49,False,15,7,54,small yellow triangle
7757,hg49,False,1,21,55,large blue circle
7758,hg49,True,9,13,56,medium blue circle
7759,hg49,False,7,15,57,small green circle
7760,hg49,False,3,19,58,large blue rectangle
7761,hg49,True,13,9,59,large green rectangle
7762,hg49,False,9,13,60,small yellow triangle
7763,hg49,True,9,13,61,large yellow rectangle
7764,hg49,True,13,9,62,medium green triangle
7765,hg49,False,5,17,63,large yellow triangle
7766,hg49,False,7,15,64,small green rectangle
7767,hg49,False,3,19,65,large yellow triangle
7768,hg49,True,6,16,66,large yellow circle
7769,hg49,False,6,16,67,large green rectangle
7770,hg49,False,7,15,68,small blue triangle
7771,hg49,True,7,15,69,large blue circle
7772,hg49,True,13,9,70,small yellow circle
7773,hg49,False,9,13,71,large yellow circle
7774,hg49,False,9,13,72,large yellow rectangle
7775,hg49,False,6,16,73,medium green triangle
7776,hg106,False,14,12,0,large green rectangle
7777,hg106,True,14,12,1,large green triangle
7778,hg106,False,7,19,2,small blue circle
7779,hg106,False,9,17,3,large blue triangle
7780,hg106,False,4,21,4,medium blue triangle
7781,hg106,False,2,23,5,small yellow circle
7782,hg106,True,22,3,6,large green triangle
7783,hg106,True,2,23,7,small green rectangle
7784,hg106,False,2,23,8,large blue rectangle
7785,hg106,False,0,25,9,small blue triangle
7786,hg106,False,0,25,10,large blue circle
7787,hg106,False,22,3,11,small green rectangle
7788,hg106,False,5,20,12,large yellow triangle
7789,hg106,True,8,17,13,large green rectangle
7790,hg106,False,1,24,14,large blue rectangle
7791,hg106,False,0,25,15,medium blue rectangle
7792,hg106,False,22,3,16,large green triangle
7793,hg106,False,0,25,17,large yellow rectangle
7794,hg106,True,16,9,18,small green triangle
7795,hg106,False,2,23,19,small blue triangle
7796,hg106,False,2,23,20,small blue circle
7797,hg106,True,15,10,21,small green circle
7798,hg106,False,1,24,22,small blue rectangle
7799,hg106,False,2,23,23,large blue triangle
7800,hg106,True,21,4,24,small green triangle
7801,hg106,False,14,11,25,large green circle
7802,hg106,True,1,24,26,medium blue rectangle
7803,hg106,False,18,7,27,large green triangle
7804,hg106,False,1,24,28,medium yellow triangle
7805,hg106,False,0,25,29,medium yellow rectangle
7806,hg106,True,1,24,30,large blue rectangle
7807,hg106,False,20,5,31,large green triangle
7808,hg106,False,19,6,32,medium green triangle
7809,hg106,False,0,25,33,large yellow triangle
7810,hg106,False,1,24,34,small blue rectangle
7811,hg106,False,19,6,35,small green triangle
7812,hg106,False,3,22,36,small yellow triangle
7813,hg106,False,6,19,37,small green rectangle
7814,hg106,False,13,12,38,medium green triangle
7815,hg106,False,1,24,39,small yellow rectangle
7816,hg106,False,3,22,40,large blue triangle
7817,hg106,False,4,21,41,large green circle
7818,hg106,False,0,25,42,small yellow triangle
7819,hg106,False,2,23,43,small yellow rectangle
7820,hg106,False,9,16,44,small green rectangle
7821,hg106,False,2,23,45,large blue circle
7822,hg106,True,20,5,46,large blue rectangle
7823,hg106,True,18,7,47,medium blue rectangle
7824,hg106,False,1,24,48,small yellow rectangle
7825,hg106,False,14,11,49,small green rectangle
7826,hg106,False,2,23,50,small blue triangle
7827,hg106,True,18,7,51,large green triangle
7828,hg106,False,0,25,52,large yellow circle
7829,hg106,False,6,19,53,large green circle
7830,hg106,False,0,25,54,small yellow triangle
7831,hg106,False,0,25,55,medium yellow rectangle
7832,hg106,False,0,25,56,medium yellow circle
7833,hg106,False,4,21,57,large blue triangle
7834,hg106,True,4,21,58,medium yellow triangle
7835,hg106,True,11,14,59,medium green triangle
7836,hg106,False,7,18,60,large blue rectangle
7837,hg106,False,6,19,61,medium green triangle
7838,hg106,False,3,22,62,small green rectangle
7839,hg106,False,11,14,63,large green triangle
7840,hg106,False,4,21,64,medium green rectangle
7841,hg106,False,2,22,65,large yellow circle
7842,hg106,False,5,19,66,small green circle
7843,hg106,False,3,20,67,medium green triangle
7844,hg106,False,0,23,68,small yellow circle
7845,hg106,False,3,20,69,small green rectangle
7846,hg106,False,5,18,70,large yellow rectangle
7847,hg106,False,1,22,71,small green triangle
7848,hg106,False,1,22,72,small blue rectangle
7849,hg106,True,6,17,73,medium yellow rectangle
7850,hg106,True,8,15,74,large yellow rectangle
7851,hg106,False,1,22,75,medium blue circle
7852,hg106,False,0,23,76,medium blue triangle
7853,hg106,False,3,20,77,large blue rectangle
7854,hg03,False,8,19,0,small yellow triangle
7855,hg03,False,8,19,1,small green circle
7856,hg03,False,13,14,2,medium green circle
7857,hg03,True,9,18,3,small blue triangle
7858,hg03,True,12,15,4,medium blue triangle
7859,hg03,True,24,3,5,large blue triangle
7860,hg03,False,2,24,6,small yellow triangle
7861,hg03,False,3,23,7,medium green rectangle
7862,hg03,True,9,17,8,medium blue circle
7863,hg03,True,24,2,9,medium blue triangle
7864,hg03,False,4,22,10,small green triangle
7865,hg03,False,1,25,11,medium yellow rectangle
7866,hg03,True,20,6,12,large blue rectangle
7867,hg03,False,4,22,13,medium green triangle
7868,hg03,False,3,23,14,small green circle
7869,hg03,False,1,24,15,medium yellow circle
7870,hg03,False,1,24,16,large yellow rectangle
7871,hg03,True,24,1,17,medium blue circle
7872,hg03,False,0,25,18,small green triangle
7873,hg03,True,24,1,19,medium blue triangle
7874,hg03,False,1,24,20,large green rectangle
7875,hg03,False,1,24,21,medium green circle
7876,hg03,False,1,24,22,small yellow triangle
7877,hg03,False,1,24,23,medium green triangle
7878,hg03,False,0,25,24,medium yellow circle
7879,hg03,False,1,24,25,medium green circle
7880,hg03,False,1,24,26,small green rectangle
7881,hg03,True,24,1,27,large blue triangle
7882,hg03,False,0,25,28,large green triangle
