,model,concept,listnum,first_quarter,last_quarter,overall,chance,human_ove_mean,human_lq_mean,human_lq_median,human_lq_sd,is_boolean,above_chance,delta_lq_median,delta_lq,delta_ove,lq_above_first_percentile,lq_above_fifth_percentile,lq_above_first_quintile,lq_above_first_decile,lq_above_first_quartile,lq_above_sd,lq_above_2sd,lq_above_3sd,lq_at_human_baseline,ove_at_human_baseline,learned
2395,GPT2-XL,hg78,2,0.8,0.6666666666666666,0.7241379310344828,0.6337693222354339,0.8469696969696968,0.950592885375494,1.0,0.1238769481756112,True,True,-0.33333333333333337,-0.2839262187088274,-0.1803030303030302,True,False,False,False,False,False,False,True,False,False,False
2396,GPT2-XL,hg79,1,0.3076923076923077,0.7692307692307693,0.5918367346938775,0.5002082465639317,0.8582535885167464,0.937799043062201,1.0,0.094732008962791,True,True,-0.23076923076923073,-0.1685682738314317,-0.0890228192859771,True,False,False,False,False,False,True,True,False,False,True
2397,GPT2-XL,hg79,2,0.5,0.5,0.3829787234042553,0.511090991398823,0.8809523809523809,0.9610389610389608,1.0,0.0964600863859618,True,False,-0.5,-0.4610389610389608,-0.38095238095238093,False,False,False,False,False,False,False,False,False,False,False
2398,GPT2-XL,hg80,1,0.5384615384615384,0.5384615384615384,0.6666666666666666,0.6401384083044983,0.8398989898989897,0.932806324110672,1.0,0.145226664591888,True,False,-0.46153846153846156,-0.39434478564913356,-0.30143745143745126,True,False,False,False,False,False,False,True,False,False,False
2399,GPT2-XL,hg80,2,0.5,0.5,0.6382978723404256,0.5817111815301041,0.8030888030888034,0.9147869674185464,1.0,0.1153971371751512,True,False,-0.5,-0.41478696741854637,-0.30308880308880337,False,False,False,False,False,False,False,False,False,False,False
2400,GPT2-XL,hg81,1,0.8181818181818182,0.8181818181818182,0.7142857142857143,0.6632653061224489,0.8380952380952381,0.94973544973545,1.0,0.1012920090956436,True,True,-0.18181818181818177,-0.13155363155363176,-0.019913419913419883,True,True,False,True,False,False,True,True,False,False,False
2401,GPT2-XL,hg81,2,0.3,0.9,0.5897435897435898,0.6738987508218277,0.7956043956043958,0.9215686274509804,0.9411764705882352,0.0949079795299575,True,True,-0.04117647058823515,-0.021568627450980427,0.10439560439560425,True,True,True,True,True,True,True,True,False,False,True
2402,GPT2-XL,hg82,1,0.5384615384615384,0.5384615384615384,0.6470588235294118,0.5555555555555556,0.8155844155844156,0.8762626262626263,0.9722222222222222,0.1748270094007169,True,False,-0.4337606837606838,-0.33780108780108786,-0.2771228771228772,True,False,False,False,False,False,True,True,False,False,False
2403,GPT2-XL,hg82,2,0.4,0.7,0.3783783783783784,0.5003652300949598,0.8303635067712049,0.9293478260869564,1.0,0.1267598238009848,True,True,-0.30000000000000004,-0.22934782608695647,-0.1303635067712049,True,False,False,False,False,False,True,True,False,False,True
2404,GPT2-XL,hg83,1,0.6153846153846154,0.6153846153846154,0.68,0.6800000000000002,0.8638565891472868,0.9526515151515152,1.0,0.0968505126935272,True,False,-0.3846153846153846,-0.33726689976689983,-0.24847197376267138,False,False,False,False,False,False,False,False,False,False,False
2405,GPT2-XL,hg83,2,0.25,0.6666666666666666,0.5652173913043478,0.6143667296786388,0.8653198653198652,0.9545454545454546,1.0,0.0792633481541149,True,True,-0.33333333333333337,-0.28787878787878796,-0.19865319865319853,False,False,False,False,False,False,False,False,False,False,True
2406,GPT2-XL,hg84,1,0.7272727272727273,0.6363636363636364,0.6904761904761905,0.5918367346938775,0.7513774104683196,0.8368983957219253,0.8823529411764706,0.1781840329577126,True,True,-0.2459893048128342,-0.2005347593582889,-0.11501377410468328,True,True,False,True,False,False,True,True,False,False,False
2407,GPT2-XL,hg84,2,0.7,1.0,0.8205128205128205,0.5555555555555556,0.8336686787391011,0.8862433862433864,1.0,0.1769127354211691,True,True,0.0,0.11375661375661361,0.1663313212608989,True,True,True,True,True,True,True,True,True,True,True
2408,GPT2-XL,hg85,1,0.5384615384615384,0.46153846153846156,0.49019607843137253,0.50480584390619,0.8937499999999999,0.9522727272727272,1.0,0.0935138209610953,True,False,-0.5384615384615384,-0.4907342657342656,-0.43221153846153837,False,False,False,False,False,False,False,False,False,False,False
2409,GPT2-XL,hg85,2,0.36363636363636365,0.7272727272727273,0.5581395348837209,0.5002704164413196,0.8319273199221288,0.918158567774936,1.0,0.1295037227741397,True,True,-0.2727272727272727,-0.1908858405022087,-0.10465459264940147,True,True,False,True,False,False,True,True,False,False,True
2410,GPT2-XL,hg86,1,0.5,0.6666666666666666,0.6666666666666666,0.5868055555555556,0.8917748917748919,0.932900432900433,1.0,0.1297438058064564,True,True,-0.33333333333333337,-0.2662337662337664,-0.22510822510822526,True,False,False,False,False,False,False,True,False,False,True
2411,GPT2-XL,hg86,2,0.45454545454545453,0.9090909090909091,0.7317073170731707,0.6573468173706127,0.823913043478261,0.9152173913043476,1.0,0.1722200201768553,True,True,-0.09090909090909094,-0.006126482213438589,0.08517786561264806,True,True,False,True,False,True,True,True,True,False,True
2412,GPT2-XL,hg87,1,0.6153846153846154,0.6153846153846154,0.68,0.52,0.6564344746162928,0.7000000000000001,0.65,0.2220769727328383,False,True,-0.0346153846153846,-0.08461538461538465,-0.041049859231677366,True,True,True,True,True,True,True,True,False,True,False
2413,GPT2-XL,hg87,2,0.4166666666666667,0.5,0.46808510638297873,0.5654142145767316,0.8282548476454293,0.8975069252077563,1.0,0.1624223292439783,False,False,-0.5,-0.3975069252077563,-0.32825484764542934,False,False,False,False,False,False,False,True,False,False,True
2414,GPT2-XL,hg88,1,0.18181818181818182,0.45454545454545453,0.3023255813953488,0.5002704164413196,0.7047619047619046,0.7645502645502646,0.7222222222222222,0.1696425348347237,False,False,-0.2676767676767677,-0.3100048100048101,-0.25021645021645006,False,False,False,False,False,False,True,True,False,False,True
2415,GPT2-XL,hg88,2,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.5408163265306123,0.6298701298701298,0.6666666666666666,0.5909090909090909,0.2314904454077944,False,True,-0.019480519480519543,-0.09523809523809523,-0.058441558441558406,True,True,True,True,True,True,True,True,False,True,False
2416,GPT2-XL,hg89,1,0.45454545454545453,0.8181818181818182,0.6976744186046512,0.5976203353163871,0.6355263157894737,0.5842105263157895,0.55,0.1646788194438107,False,True,0.2681818181818182,0.23397129186602872,0.18265550239234452,True,True,True,True,True,True,True,True,True,True,True
2417,GPT2-XL,hg89,2,0.36363636363636365,0.9090909090909091,0.6744186046511628,0.7598702001081665,0.7514029180695847,0.761904761904762,0.7619047619047619,0.1781741612749496,False,True,0.1471861471861472,0.1471861471861471,0.15768799102132436,True,True,True,True,True,True,True,True,True,False,True
2418,GPT2-XL,hg90,1,0.5384615384615384,0.3076923076923077,0.46153846153846156,0.5007396449704142,0.6683389074693422,0.7956521739130433,0.85,0.1744014880011441,False,False,-0.5423076923076923,-0.4879598662207356,-0.3606465997770345,False,False,False,False,False,False,False,True,False,False,False
2419,GPT2-XL,hg90,2,0.5454545454545454,0.6363636363636364,0.5853658536585366,0.585960737656157,0.6319444444444444,0.6611111111111111,0.6388888888888888,0.2085369375458162,False,True,-0.002525252525252486,-0.02474747474747474,0.004419191919191934,True,True,True,True,True,True,True,True,True,False,True
2420,GPT2-XL,hg91,1,0.8181818181818182,0.8181818181818182,0.7380952380952381,0.6371882086167799,0.6950757575757577,0.8484848484848485,0.8333333333333334,0.1310214320310388,False,True,-0.015151515151515138,-0.030303030303030276,0.12310606060606055,True,True,True,True,True,True,True,True,False,True,False
2421,GPT2-XL,hg91,2,0.5384615384615384,0.8461538461538461,0.82,0.8200000000000001,0.8126262626262626,0.8517786561264825,0.8260869565217391,0.1109715030938059,False,True,0.02006688963210701,-0.005624809972636369,0.03352758352758356,True,True,True,True,True,True,True,True,True,True,True
2422,GPT2-XL,hg92,1,0.1,0.7,0.525,0.6512500000000001,0.845945945945946,0.8763157894736843,1.0,0.1500461609489308,False,True,-0.30000000000000004,-0.17631578947368431,-0.145945945945946,True,True,False,True,False,False,True,True,False,False,True
2423,GPT2-XL,hg92,2,0.5,0.75,0.6739130434782609,0.7419659735349717,0.8247863247863249,0.9270833333333334,0.95,0.0828894427669906,False,True,-0.19999999999999996,-0.17708333333333337,-0.07478632478632485,True,False,False,False,False,False,False,True,False,False,True
2424,GPT2-XL,hg93,1,0.16666666666666666,0.9166666666666666,0.6222222222222222,0.7372839506172839,0.7595029239766082,0.7836257309941521,0.7777777777777778,0.0783494795729489,False,True,0.13888888888888884,0.13304093567251452,0.1571637426900584,True,True,True,True,True,True,True,True,True,False,True
2425,GPT2-XL,hg93,2,0.16666666666666666,0.9166666666666666,0.6875,0.8133680555555556,0.7825086306098964,0.8795454545454544,0.9,0.152746887268605,False,True,0.016666666666666607,0.03712121212121222,0.13415803605677024,True,True,True,True,True,True,True,True,True,False,True
2426,GPT2-XL,hg94,1,0.3333333333333333,0.6666666666666666,0.574468085106383,0.74649162516976,0.8612750885478158,0.943181818181818,0.95,0.0695692175682452,False,False,-0.2833333333333333,-0.2765151515151514,-0.19460842188114913,False,False,False,False,False,False,False,False,False,False,True
2427,GPT2-XL,hg94,2,0.6363636363636364,0.6363636363636364,0.7441860465116279,0.7944835045970795,0.8063973063973063,0.9415584415584416,1.0,0.0907285364291544,False,False,-0.36363636363636365,-0.30519480519480524,-0.17003367003366998,False,False,False,False,False,False,False,False,False,False,False
2428,GPT2-XL,hg95,1,0.4,0.9333333333333333,0.7368421052631579,0.8694983071714373,0.8972826086956521,0.9413043478260872,1.0,0.1628404533048044,False,True,-0.06666666666666665,-0.007971014492753836,0.03605072463768122,True,True,False,True,False,True,True,True,True,False,True
2429,GPT2-XL,hg95,2,0.9090909090909091,1.0,0.8809523809523809,0.909297052154195,0.91069330199765,0.9702517162471396,1.0,0.0979447805905386,False,True,0.0,0.029748283752860427,0.08930669800235003,True,True,True,True,True,True,True,True,True,False,True
2430,GPT2-XL,hg96,1,0.9230769230769231,0.9230769230769231,0.9615384615384616,1.0,0.9291819291819288,0.9428571428571428,0.95,0.027969857439216,False,False,-0.026923076923076827,-0.01978021978021971,-0.006105006105005639,True,True,True,True,False,True,True,True,False,True,False
2431,GPT2-XL,hg96,2,0.9090909090909091,0.9090909090909091,0.9069767441860465,0.9113034072471606,0.9146666666666668,0.9921052631578948,1.0,0.0344123600805842,False,False,-0.09090909090909094,-0.08301435406698576,-0.005575757575757789,True,False,False,False,False,False,False,True,False,True,False
2432,GPT2-XL,hg97,1,0.45454545454545453,0.7272727272727273,0.7619047619047619,0.7551020408163267,0.7391304347826086,0.806878306878307,0.7777777777777778,0.1577127890030569,False,False,-0.0505050505050505,-0.07960557960557968,-0.011857707509881354,True,True,True,True,True,True,True,True,False,True,True
2433,GPT2-XL,hg97,2,0.7272727272727273,0.6363636363636364,0.6744186046511628,0.697133585722012,0.7154663518299882,0.775,0.8,0.1614916265771865,False,False,-0.1636363636363637,-0.13863636363636367,-0.07910271546635184,True,True,False,True,False,True,True,True,False,False,False
2434,GPT2-XL,hg98,1,0.2,0.8,0.6923076923076923,0.5950032873109796,0.8267358857884489,0.9156010230179028,0.9411764705882352,0.1341675401391713,False,True,-0.14117647058823513,-0.11560102301790276,-0.026735885788448877,True,False,False,False,False,True,True,True,False,False,True
2435,GPT2-XL,hg98,2,0.2727272727272727,0.5454545454545454,0.5853658536585366,0.6573468173706127,0.7189666036546944,0.8019323671497586,0.8333333333333334,0.175549201068663,False,False,-0.28787878787878796,-0.25647782169521316,-0.17351205820014903,True,True,False,True,False,False,True,True,False,False,True
2436,GPT2-XL,hg99,1,0.3333333333333333,0.5833333333333334,0.4666666666666667,0.5298765432098765,0.8749999999999999,0.945887445887446,1.0,0.0803202394600842,False,True,-0.41666666666666663,-0.36255411255411263,-0.2916666666666665,False,False,False,False,False,False,False,False,False,False,True
2437,GPT2-XL,hg99,2,0.36363636363636365,0.8181818181818182,0.5813953488372093,0.5024337479718767,0.7978021978021979,0.9103641456582632,1.0,0.1316824568464219,False,True,-0.18181818181818177,-0.09218232747644495,0.020379620379620378,True,True,False,True,False,True,True,True,False,False,True
2438,GPT2-XL,hg100,1,0.6363636363636364,0.7272727272727273,0.5813953488372093,0.5976203353163871,0.7500000000000001,0.8638888888888889,1.0,0.1863182926414889,False,True,-0.2727272727272727,-0.13661616161616164,-0.022727272727272818,True,True,False,True,False,True,True,True,False,False,True
2439,GPT2-XL,hg100,2,0.6,0.6,0.5384615384615384,0.6449704142011834,0.7108843537414967,0.8386243386243386,0.8888888888888888,0.1687739461136146,False,False,-0.28888888888888886,-0.23862433862433863,-0.11088435374149674,True,True,False,True,False,False,True,True,False,False,False
2440,GPT2-XL,hg101,1,0.5833333333333334,0.4166666666666667,0.3958333333333333,0.5008680555555556,0.5586124401913876,0.7057416267942584,0.6842105263157895,0.1584194558004144,False,False,-0.2675438596491228,-0.28907496012759176,-0.14194577352472088,False,False,False,False,False,False,True,True,False,False,False
2441,GPT2-XL,hg101,2,0.2,0.6,0.45,0.53125,0.6577922077922076,0.6666666666666667,0.6388888888888888,0.1606664012180491,False,True,-0.03888888888888886,-0.06666666666666676,-0.05779220779220762,True,True,True,True,True,True,True,True,False,False,True
2442,GPT2-XL,hg102,1,0.4166666666666667,0.75,0.6382978723404256,0.5382526029877773,0.6163636363636363,0.7081339712918661,0.6842105263157895,0.1528107121786728,False,True,0.06578947368421051,0.04186602870813394,0.13363636363636366,True,True,True,True,True,True,True,True,True,True,True
2443,GPT2-XL,hg102,2,0.42857142857142855,0.35714285714285715,0.4339622641509434,0.5001779992880029,0.5485232067510548,0.6104166666666667,0.55,0.2135899335694971,False,False,-0.1928571428571429,-0.25327380952380957,-0.19138034960819766,True,True,False,True,False,False,True,True,False,False,False
2444,GPT2-XL,hg103,1,0.9230769230769231,0.8461538461538461,0.8571428571428571,0.5918367346938775,0.5620155038759689,0.6255411255411255,0.5454545454545454,0.2759209693502589,False,True,0.30069930069930073,0.22061272061272064,0.28413834227787726,True,True,True,True,True,True,True,True,True,True,False
2445,GPT2-XL,hg103,2,0.5,0.8,0.6153846153846154,0.57396449704142,0.574719800747198,0.562200956937799,0.5263157894736842,0.2490912031937855,False,True,0.27368421052631586,0.237799043062201,0.22528019925280207,True,True,True,True,True,True,True,True,True,True,True
2446,GPT2-XL,hg104,1,0.6153846153846154,0.7692307692307693,0.64,0.5072000000000001,0.703416149068323,0.7971014492753623,0.9047619047619048,0.2504919309952109,False,True,-0.1355311355311355,-0.027870680044593032,0.06581462016244632,True,True,True,True,True,True,True,True,True,False,True
2447,GPT2-XL,hg104,2,0.6363636363636364,0.5454545454545454,0.5952380952380952,0.5011337868480725,0.6913377192982457,0.8026315789473685,0.8947368421052632,0.2171384876225713,False,True,-0.34928229665071775,-0.25717703349282306,-0.1458831738437003,True,True,False,True,False,False,True,True,False,False,False
2448,GPT2-XL,hg105,1,0.46153846153846156,0.38461538461538464,0.5490196078431373,0.532487504805844,0.6504576659038902,0.7185354691075515,0.7368421052631579,0.2326005631043124,False,False,-0.3522267206477732,-0.33392008449216687,-0.26584228128850557,True,False,False,False,False,False,True,True,False,False,False
2449,GPT2-XL,hg105,2,0.6923076923076923,0.3076923076923077,0.6326530612244898,0.5002082465639317,0.6780303030303029,0.8257575757575758,0.8888888888888888,0.1976967931924225,False,False,-0.5811965811965811,-0.5180652680652681,-0.37033799533799516,False,False,False,False,False,False,False,True,False,False,False
2450,GPT2-XL,hg106,1,0.25,0.6666666666666666,0.5208333333333334,0.6050347222222223,0.6103896103896104,0.6560000000000001,0.65,0.1210950040257648,False,True,0.016666666666666607,0.010666666666666491,0.05627705627705626,True,True,True,True,True,True,True,True,True,False,True
2451,GPT2-XL,hg106,2,0.6428571428571429,0.35714285714285715,0.5283018867924528,0.6496974012103953,0.7313266443701226,0.7521739130434782,0.75,0.1088260087894245,False,False,-0.39285714285714285,-0.3950310559006211,-0.3741837872272655,False,False,False,False,False,False,False,False,False,False,False
2452,GPT2-XL,hg107,1,0.8,0.8,0.7105263157894737,0.5498614958448754,0.6406649616368287,0.741687979539642,0.8235294117647058,0.179210721650689,False,True,-0.0235294117647058,0.058312020460357994,0.1593350383631713,True,True,True,True,True,True,True,True,True,True,False
2453,GPT2-XL,hg107,2,0.45454545454545453,0.7272727272727273,0.6363636363636364,0.6487603305785123,0.6747600225861095,0.7413043478260871,0.75,0.2104096283923975,False,True,-0.022727272727272707,-0.014031620553359825,0.05251270468661784,True,True,True,True,True,True,True,True,True,False,True
2454,GPT2-XL,hg108,1,0.3333333333333333,0.2,0.3793103448275862,0.5023781212841856,0.5980392156862745,0.6571969696969697,0.6590909090909091,0.1298833754969691,False,False,-0.45909090909090905,-0.4571969696969697,-0.3980392156862745,False,False,False,False,False,False,False,False,False,False,False
2455,GPT2-XL,hg108,2,0.36363636363636365,0.5454545454545454,0.5,0.5165289256198348,0.5921212121212122,0.6352941176470588,0.6470588235294118,0.181497042594606,False,True,-0.10160427807486638,-0.08983957219251337,-0.046666666666666745,True,True,True,True,True,True,True,True,False,False,True
2456,GPT2-XL,hg109,1,0.6363636363636364,0.9090909090909091,0.7045454545454546,0.625,0.7583561643835616,0.7663157894736843,0.7894736842105263,0.1664889172190951,False,True,0.11961722488038273,0.14277511961722478,0.1507347447073475,True,True,True,True,True,True,True,True,True,False,True
2457,GPT2-XL,hg109,2,0.5,1.0,0.75,0.6012500000000001,0.8386752136752137,0.875,0.85,0.0946484724300045,False,True,0.15000000000000002,0.125,0.1613247863247863,True,True,True,True,True,True,True,True,True,False,True
2458,GPT2-XL,hg110,1,0.5,0.8333333333333334,0.717391304347826,0.8412098298676749,0.7606196901549225,0.6482213438735178,0.6363636363636364,0.0724517896435705,False,False,0.19696969696969702,0.18511198945981555,0.07271364317841089,True,True,True,True,True,True,True,True,True,False,True
2459,GPT2-XL,hg110,2,0.9166666666666666,1.0,0.8222222222222222,0.9150617283950617,0.7512077294685989,0.6473429951690821,0.6666666666666666,0.1165443292928967,False,True,0.33333333333333337,0.3526570048309179,0.24879227053140107,True,True,True,True,True,True,True,True,True,True,True
2460,GPT2-XL,hg111,1,0.6428571428571429,0.5,0.509090909090909,0.5041322314049587,0.5833707865168539,0.6956521739130435,0.6521739130434783,0.2244084852271989,False,False,-0.15217391304347827,-0.19565217391304346,-0.08337078651685392,True,True,True,True,True,True,True,True,False,False,False
2461,GPT2-XL,hg111,2,0.6,0.4666666666666667,0.6140350877192983,0.5013850415512465,0.6008793356130924,0.6559546313799621,0.6086956521739131,0.1883920983485972,False,False,-0.1420289855072464,-0.18928796471329545,-0.1342126689464257,True,False,False,False,False,False,True,True,False,True,False
2462,GPT2-XL,hg112,1,0.45454545454545453,0.45454545454545453,0.5238095238095238,0.518140589569161,0.7536231884057972,0.8773148148148149,1.0,0.2034799907925819,False,False,-0.5454545454545454,-0.42276936026936035,-0.2990777338603427,True,True,False,False,False,False,False,True,False,False,False
2463,GPT2-XL,hg112,2,0.4,0.5,0.575,0.545,0.7737268518518517,0.8495370370370371,0.9444444444444444,0.1491394784059686,False,False,-0.4444444444444444,-0.3495370370370371,-0.27372685185185175,False,False,False,False,False,False,False,True,False,False,True
2464,GPT2,hg01,1,0.6153846153846154,1.0,0.9,1.0,0.9212988442487616,0.991304347826087,1.0,0.0407862239984645,True,False,0.0,0.008695652173912993,0.07870115575123837,True,True,True,True,True,True,True,True,True,False,True
2465,GPT2,hg01,2,0.6666666666666666,1.0,0.9166666666666666,1.0,0.945887445887446,0.9971590909090908,1.0,0.013018680951579,True,False,0.0,0.0028409090909091717,0.054112554112554,True,True,True,True,True,True,True,True,True,False,True
2466,GPT2,hg02,1,0.75,1.0,0.9130434782608695,1.0,0.895308924485126,0.9473684210526316,1.0,0.1279828966051218,True,False,0.0,0.05263157894736836,0.104691075514874,True,True,True,True,True,True,True,True,True,True,True
2467,GPT2,hg02,2,0.75,1.0,0.851063829787234,1.0,0.8641025641025643,0.9325,1.0,0.1741228014936585,True,False,0.0,0.0675,0.13589743589743575,True,True,True,True,True,True,True,True,True,True,True
2468,GPT2,hg03,1,0.38461538461538464,0.6153846153846154,0.5306122448979592,0.5052061640982923,0.9090909090909092,0.9431818181818182,1.0,0.1141126382784835,True,True,-0.3846153846153846,-0.3277972027972028,-0.29370629370629375,True,False,False,False,False,False,False,True,False,False,True
2469,GPT2,hg03,2,0.5384615384615384,0.6923076923076923,0.5882352941176471,0.5693963860053826,0.950689289501591,0.9937888198757764,1.0,0.0213160044326853,True,True,-0.3076923076923077,-0.3014811275680841,-0.25838159719389875,False,False,False,False,False,False,False,False,False,False,True
2470,GPT2,hg04,1,0.7857142857142857,1.0,0.7924528301886793,0.6297614809540762,0.9290697674418602,0.975,1.0,0.0831644293796908,True,True,0.0,0.025000000000000022,0.0709302325581398,True,True,True,True,True,True,True,True,True,False,True
2471,GPT2,hg04,2,0.6666666666666666,0.8333333333333334,0.6956521739130435,0.5945179584120983,0.9175324675324672,0.9671717171717172,1.0,0.1192229457991199,True,True,-0.16666666666666663,-0.13383838383838387,-0.08419913419913383,True,False,False,False,False,False,True,True,False,False,True
2472,GPT2,hg05,1,0.5714285714285714,0.9285714285714286,0.6792452830188679,0.5784976860092559,0.8816137566137566,0.9576719576719576,1.0,0.1247039550200283,True,True,-0.0714285714285714,-0.02910052910052896,0.046957671957671976,True,True,False,True,False,True,True,True,False,False,True
2473,GPT2,hg05,2,0.5714285714285714,0.7857142857142857,0.6481481481481481,0.53360768175583,0.9232209737827716,0.9619565217391304,1.0,0.0950180727677054,True,True,-0.2142857142857143,-0.17624223602484468,-0.13750668806848587,True,False,False,False,False,False,True,True,False,False,True
2474,GPT2,hg06,1,0.5714285714285714,0.6428571428571429,0.6111111111111112,0.5109739368998628,0.8160676532769556,0.9194214876033058,1.0,0.1666908549713219,True,True,-0.3571428571428571,-0.27656434474616287,-0.17321051041981272,True,True,False,False,False,False,True,True,False,False,True
2475,GPT2,hg06,2,0.7272727272727273,0.7272727272727273,0.7209302325581395,0.5024337479718767,0.8249721293199552,0.8869565217391304,1.0,0.1636654802149452,True,True,-0.2727272727272727,-0.15968379446640313,-0.09769940204722793,True,True,False,True,False,True,True,True,False,False,False
2476,GPT2,hg07,1,0.5454545454545454,0.9090909090909091,0.813953488372093,0.66901027582477,0.8551587301587301,0.9338624338624338,1.0,0.1604841363820433,True,True,-0.09090909090909094,-0.024771524771524778,0.05393217893217894,True,True,False,True,False,True,True,True,True,False,True
2477,GPT2,hg07,2,0.5384615384615384,0.7692307692307693,0.7058823529411765,0.5847750865051904,0.8927738927738926,0.956818181818182,1.0,0.1151041569281872,True,True,-0.23076923076923073,-0.18758741258741274,-0.12354312354312336,True,True,False,False,False,False,True,True,False,False,True
2478,GPT2,hg08,1,0.6923076923076923,0.7692307692307693,0.7142857142857143,0.5751770095793419,0.9024390243902438,0.9627329192546584,1.0,0.0930986631714994,True,True,-0.23076923076923073,-0.19350215002388915,-0.13320825515947454,True,False,False,False,False,False,False,True,False,False,True
2479,GPT2,hg08,2,0.2727272727272727,0.6363636363636364,0.6046511627906976,0.5976203353163871,0.875,0.9407894736842106,1.0,0.1659582126536187,True,True,-0.36363636363636365,-0.30442583732057427,-0.23863636363636365,True,True,False,False,False,False,True,True,False,False,True
2480,GPT2,hg09,1,0.6363636363636364,0.7272727272727273,0.6744186046511628,0.7598702001081665,0.8564213564213565,0.9187675070028012,1.0,0.1597866744756488,True,False,-0.2727272727272727,-0.1914947797300739,-0.12914862914862923,True,True,False,True,False,False,True,True,False,False,True
2481,GPT2,hg09,2,0.6666666666666666,0.8333333333333334,0.6875,0.78125,0.8862876254180602,0.95,1.0,0.1829706557608766,True,True,-0.16666666666666663,-0.11666666666666659,-0.052954292084726795,True,False,False,False,False,True,True,True,False,False,True
2482,GPT2,hg10,1,0.5,0.9166666666666666,0.6875,0.5703125,0.9204260651629071,0.9824561403508772,1.0,0.0375103497420946,True,True,-0.08333333333333337,-0.06578947368421062,-0.003759398496240518,True,False,False,False,False,False,True,True,False,False,True
2483,GPT2,hg10,2,0.7272727272727273,0.7272727272727273,0.6190476190476191,0.6632653061224489,0.9106611078022632,0.9977116704805492,1.0,0.0107332168417011,True,True,-0.2727272727272727,-0.2704389432078219,-0.18338838052953588,False,False,False,False,False,False,False,False,False,False,False
2484,GPT2,hg11,1,0.8461538461538461,0.9230769230769231,0.84,0.7591999999999999,0.8339160839160837,0.927272727272727,1.0,0.1125401673012722,True,True,-0.07692307692307687,-0.004195804195803898,0.08916083916083939,True,True,True,True,True,True,True,True,True,True,True
2485,GPT2,hg11,2,0.8,0.9,0.925,0.8612500000000001,0.9102715466351832,0.984090909090909,1.0,0.0461872759838672,True,True,-0.09999999999999998,-0.084090909090909,-0.010271546635183149,True,False,False,False,False,False,True,True,False,True,True
2486,GPT2,hg12,1,0.4444444444444444,0.4444444444444444,0.48484848484848486,0.5775941230486685,0.7954098360655739,0.915,0.9375,0.1116355678088305,True,False,-0.4930555555555556,-0.4705555555555556,-0.3509653916211295,False,False,False,False,False,False,False,False,False,False,False
2487,GPT2,hg12,2,0.38461538461538464,0.6923076923076923,0.5882352941176471,0.5001922337562476,0.8199488491048595,0.909090909090909,1.0,0.1380007134394948,True,True,-0.3076923076923077,-0.21678321678321666,-0.12764115679716725,True,True,False,False,False,False,True,True,False,False,True
2488,GPT2,hg13,1,0.5833333333333334,0.75,0.6666666666666666,0.5891358024691358,0.8773972602739726,0.9578947368421054,1.0,0.1295635118430649,True,True,-0.25,-0.20789473684210535,-0.12739726027397258,True,False,False,False,False,False,True,True,False,False,True
2489,GPT2,hg13,2,0.6,0.8,0.6666666666666666,0.7764628533859304,0.8838594401429423,0.965675057208238,1.0,0.072145916569494,True,True,-0.19999999999999996,-0.16567505720823794,-0.08385944014294222,True,False,False,False,False,False,False,True,False,False,True
2490,GPT2,hg14,1,0.5,0.5833333333333334,0.5555555555555556,0.5298765432098765,0.6972624798711756,0.7784679089026914,0.9047619047619048,0.2699621480918774,True,True,-0.3214285714285714,-0.19513457556935798,-0.11392914653784225,True,True,True,True,True,True,True,True,False,False,True
2491,GPT2,hg14,2,0.38461538461538464,0.5384615384615384,0.46938775510204084,0.5018742190753852,0.8081632653061223,0.8862433862433863,1.0,0.1675252931109795,True,True,-0.46153846153846156,-0.34778184778184784,-0.2697017268445838,True,False,False,False,False,False,False,True,False,False,True
2492,GPT2,hg15,1,0.45454545454545453,0.45454545454545453,0.5,0.5371900826446281,0.7744755244755246,0.8454545454545453,0.975,0.2320408912381858,True,False,-0.5204545454545455,-0.3909090909090908,-0.31993006993007006,True,True,False,False,False,False,True,True,False,False,False
2493,GPT2,hg15,2,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.5010330578512396,0.7129186602870813,0.8052631578947368,0.95,0.2293553533631676,True,False,-0.5863636363636363,-0.44162679425837315,-0.34928229665071764,False,False,False,False,False,False,True,True,False,False,False
2494,GPT2,hg16,1,0.09090909090909091,0.45454545454545453,0.4318181818181818,0.5010330578512396,0.7453416149068323,0.9074074074074072,0.9444444444444444,0.1507704428441799,True,False,-0.4898989898989899,-0.4528619528619527,-0.29079616036137773,False,False,False,False,False,False,False,False,False,False,True
2495,GPT2,hg16,2,0.3,0.6,0.47368421052631576,0.5346260387811634,0.7224517906336089,0.7941176470588236,0.9411764705882352,0.2443124665564139,True,True,-0.3411764705882352,-0.19411764705882362,-0.12245179063360889,True,True,True,True,True,True,True,True,False,False,True
2496,GPT2,hg17,1,0.5,0.8333333333333334,0.717391304347826,0.5945179584120983,0.6975524475524475,0.859090909090909,0.95,0.1874690057027389,False,True,-0.11666666666666659,-0.025757575757575646,0.13578088578088587,True,True,True,True,True,True,True,True,True,True,True
